hidden_layers,activation,learning_rate,alpha,batch_size,dev_rmse,n_iter
"(256, 128)",relu,0.01,0.001,32,16.502847918330637,23
"(256, 128)",relu,0.01,0.001,64,17.024737845611828,29
"(256, 128)",relu,0.01,0.001,128,16.554166454109716,16
"(256, 128)",relu,0.01,0.01,32,16.455104337841608,23
"(256, 128)",relu,0.01,0.01,64,17.26758319571788,47
"(256, 128)",relu,0.01,0.01,128,16.509255671624413,16
"(256, 128)",relu,0.01,0.1,32,16.551550791294414,23
"(256, 128)",relu,0.01,0.1,64,17.069786546364966,29
"(256, 128)",relu,0.01,0.1,128,16.547857025062168,16
"(256, 128)",tanh,0.0001,0.0001,32,16.75035770722937,99
"(256, 128)",tanh,0.0001,0.0001,64,16.402842572096937,141
"(256, 128)",tanh,0.0001,0.0001,128,16.49429124014285,187
"(256, 128)",tanh,0.0001,0.001,32,16.750474388629407,99
"(256, 128)",tanh,0.0001,0.001,64,16.402698683744337,141
"(256, 128)",tanh,0.0001,0.001,128,16.49427641188077,187
"(256, 128)",tanh,0.0001,0.01,32,16.751602798323773,99
"(256, 128)",tanh,0.0001,0.01,64,16.401387126072205,141
"(256, 128)",tanh,0.0001,0.01,128,16.49410901427983,187
"(256, 128)",tanh,0.0001,0.1,32,16.757397630968725,99
"(256, 128)",tanh,0.0001,0.1,64,16.38824848119335,141
"(256, 128)",tanh,0.0001,0.1,128,16.491472500575572,187
"(256, 128)",tanh,0.0005,0.0001,32,16.495241428754397,35
"(256, 128)",tanh,0.0005,0.0001,64,16.693798687260742,60
"(256, 128)",tanh,0.0005,0.0001,128,16.69027859002721,68
"(256, 128)",tanh,0.0005,0.001,32,16.495057588788377,35
"(256, 128)",tanh,0.0005,0.001,64,16.6935178798974,60
"(256, 128)",tanh,0.0005,0.001,128,16.690356179628036,68
"(256, 128)",tanh,0.0005,0.01,32,16.476949387209924,35
"(256, 128)",tanh,0.0005,0.01,64,16.693875774981453,60
"(256, 128)",tanh,0.0005,0.01,128,16.69117725686314,68
"(256, 128)",tanh,0.0005,0.1,32,16.82380842145218,43
"(256, 128)",tanh,0.0005,0.1,64,16.710088492709843,56
"(256, 128)",tanh,0.0005,0.1,128,16.67595782390551,68
"(256, 128)",tanh,0.001,0.0001,32,16.83213546581309,29
"(256, 128)",tanh,0.001,0.0001,64,16.596458116429634,39
"(256, 128)",tanh,0.001,0.0001,128,16.64817871204175,53
"(256, 128)",tanh,0.001,0.001,32,16.826150201699118,29
"(256, 128)",tanh,0.001,0.001,64,16.597386648594526,39
"(256, 128)",tanh,0.001,0.001,128,16.63878127626942,53
"(256, 128)",tanh,0.001,0.01,32,16.887380695302213,29
"(256, 128)",tanh,0.001,0.01,64,16.609104238702866,39
"(256, 128)",tanh,0.001,0.01,128,16.644039756054575,53
"(256, 128)",tanh,0.001,0.1,32,16.503364243721688,35
"(256, 128)",tanh,0.001,0.1,64,16.576918864517616,39
"(256, 128)",tanh,0.001,0.1,128,16.703043147825625,53
"(256, 128)",tanh,0.005,0.0001,32,16.809606278340112,30
"(256, 128)",tanh,0.005,0.0001,64,16.822445911210178,26
"(256, 128)",tanh,0.005,0.0001,128,16.72967850361148,28
"(256, 128)",tanh,0.005,0.001,32,17.129384089617787,29
"(256, 128)",tanh,0.005,0.001,64,17.036979045431266,29
"(256, 128)",tanh,0.005,0.001,128,16.938311637439927,29
"(256, 128)",tanh,0.005,0.01,32,17.149148594707984,31
"(256, 128)",tanh,0.005,0.01,64,17.239409182670038,29
"(256, 128)",tanh,0.005,0.01,128,16.68673040528662,35
"(256, 128)",tanh,0.005,0.1,32,16.46620159429958,21
"(256, 128)",tanh,0.005,0.1,64,16.689940929963594,25
"(256, 128)",tanh,0.005,0.1,128,16.6828340060228,28
"(256, 128)",tanh,0.01,0.0001,32,16.783214178473344,29
"(256, 128)",tanh,0.01,0.0001,64,16.819624191582392,29
"(256, 128)",tanh,0.01,0.0001,128,16.694547801084383,35
"(256, 128)",tanh,0.01,0.001,32,17.277751072103833,28
"(256, 128)",tanh,0.01,0.001,64,17.159201656088435,37
"(256, 128)",tanh,0.01,0.001,128,17.1528509996747,29
"(256, 128)",tanh,0.01,0.01,32,16.751244785437887,26
"(256, 128)",tanh,0.01,0.01,64,16.83357245574419,34
"(256, 128)",tanh,0.01,0.01,128,16.56774229735679,26
"(256, 128)",tanh,0.01,0.1,32,16.50358379424795,26
"(256, 128)",tanh,0.01,0.1,64,16.38747340792748,26
"(256, 128)",tanh,0.01,0.1,128,16.81724344909487,26
"(256, 256)",relu,0.0001,0.0001,32,16.703696127016286,37
"(256, 256)",relu,0.0001,0.0001,64,16.474676067683728,65
"(256, 256)",relu,0.0001,0.0001,128,16.59961511244398,90
"(256, 256)",relu,0.0001,0.001,32,16.70381922424452,37
"(256, 256)",relu,0.0001,0.001,64,16.623877195973893,65
"(256, 256)",relu,0.0001,0.001,128,16.58691890480501,90
"(256, 256)",relu,0.0001,0.01,32,16.708460130752343,37
"(256, 256)",relu,0.0001,0.01,64,16.470377213040006,65
"(256, 256)",relu,0.0001,0.01,128,16.598563690692025,90
"(256, 256)",relu,0.0001,0.1,32,16.70659811999494,37
"(256, 256)",relu,0.0001,0.1,64,16.378405254690964,51
"(256, 256)",relu,0.0001,0.1,128,16.59853095947444,90
"(256, 256)",relu,0.0005,0.0001,32,16.10832949848535,22
"(256, 256)",relu,0.0005,0.0001,64,16.730577513617554,33
"(256, 256)",relu,0.0005,0.0001,128,16.5245513252919,35
"(256, 256)",relu,0.0005,0.001,32,16.114209235863665,22
"(256, 256)",relu,0.0005,0.001,64,17.004210301053398,41
"(256, 256)",relu,0.0005,0.001,128,16.526844805403744,35
"(256, 256)",relu,0.0005,0.01,32,16.116594133457063,22
"(256, 256)",relu,0.0005,0.01,64,16.967888040462192,32
"(256, 256)",relu,0.0005,0.01,128,16.79142683797093,33
"(256, 256)",relu,0.0005,0.1,32,16.102989335716035,22
"(256, 256)",relu,0.0005,0.1,64,16.73132768362384,33
"(256, 256)",relu,0.0005,0.1,128,16.777377891034632,33
"(256, 256)",relu,0.001,0.0001,32,16.501074210736533,19
"(256, 256)",relu,0.001,0.0001,64,16.310221537155027,22
"(256, 256)",relu,0.001,0.0001,128,16.678995635350756,37
"(256, 256)",relu,0.001,0.001,32,16.072006179625905,22
"(256, 256)",relu,0.001,0.001,64,16.293803950124868,22
"(256, 256)",relu,0.001,0.001,128,16.669341438605926,37
"(256, 256)",relu,0.001,0.01,32,16.4989106513658,19
"(256, 256)",relu,0.001,0.01,64,16.280729282313683,22
"(256, 256)",relu,0.001,0.01,128,16.701573608877347,37
"(256, 256)",relu,0.001,0.1,32,16.516828217997087,19
"(256, 256)",relu,0.001,0.1,64,16.300251590578622,22
"(256, 256)",relu,0.001,0.1,128,16.675516066934716,37
"(256, 256)",relu,0.005,0.0001,32,16.695551518053854,27
"(256, 256)",relu,0.005,0.0001,64,16.744883227538907,47
"(256, 256)",relu,0.005,0.0001,128,17.086959741739054,51
"(256, 256)",relu,0.005,0.001,32,16.392923479116913,37
"(256, 256)",relu,0.005,0.001,64,16.95793430510891,19
"(256, 256)",relu,0.005,0.001,128,16.821035733016977,41
"(256, 256)",relu,0.005,0.01,32,16.722624421815404,22
"(256, 256)",relu,0.005,0.01,64,16.794346827498234,47
"(256, 256)",relu,0.005,0.01,128,17.131800466945947,51
"(256, 256)",relu,0.005,0.1,32,16.70804248727785,27
"(256, 256)",relu,0.005,0.1,64,16.56352508502504,47
"(256, 256)",relu,0.005,0.1,128,17.155450576951335,51
"(256, 256)",relu,0.01,0.0001,32,16.43989703681222,22
"(256, 256)",relu,0.01,0.0001,64,16.80083558067642,47
"(256, 256)",relu,0.01,0.0001,128,17.062293786886755,51
"(256, 256)",relu,0.01,0.001,32,16.76755690008475,22
"(256, 256)",relu,0.01,0.001,64,16.772551421023092,47
"(256, 256)",relu,0.01,0.001,128,16.830558214983245,41
"(256, 256)",relu,0.01,0.01,32,16.52949306045143,22
"(256, 256)",relu,0.01,0.01,64,16.524447886886957,33
"(256, 256)",relu,0.01,0.01,128,16.78845917287051,41
"(256, 256)",relu,0.01,0.1,32,16.686514828471978,22
"(256, 256)",relu,0.01,0.1,64,16.77926234193851,47
"(256, 256)",relu,0.01,0.1,128,17.15793111046316,41
"(256, 256)",tanh,0.0001,0.0001,32,16.44486674140687,81
"(256, 256)",tanh,0.0001,0.0001,64,16.49246587964836,112
"(256, 256)",tanh,0.0001,0.0001,128,16.469234346753137,112
"(256, 256)",tanh,0.0001,0.001,32,16.44482425005353,81
"(256, 256)",tanh,0.0001,0.001,64,16.492414555084963,112
"(256, 256)",tanh,0.0001,0.001,128,16.469214366680323,112
"(256, 256)",tanh,0.0001,0.01,32,16.47542816749347,81
"(256, 256)",tanh,0.0001,0.01,64,16.491900574512034,112
"(256, 256)",tanh,0.0001,0.01,128,16.46901493238744,112
"(256, 256)",tanh,0.0001,0.1,32,16.462704100426038,81
"(256, 256)",tanh,0.0001,0.1,64,16.48708365220933,112
"(256, 256)",tanh,0.0001,0.1,128,16.467054746515664,112
"(256, 256)",tanh,0.0005,0.0001,32,16.7744406820132,37
"(256, 256)",tanh,0.0005,0.0001,64,16.638273407890615,37
"(256, 256)",tanh,0.0005,0.0001,128,16.507872499697218,50
"(256, 256)",tanh,0.0005,0.001,32,16.77296858334655,37
"(256, 256)",tanh,0.0005,0.001,64,16.638085654644932,37
"(256, 256)",tanh,0.0005,0.001,128,16.50783822316005,50
"(256, 256)",tanh,0.0005,0.01,32,16.764902402247618,37
"(256, 256)",tanh,0.0005,0.01,64,16.635420881039536,37
"(256, 256)",tanh,0.0005,0.01,128,16.5075129278947,50
"(256, 256)",tanh,0.0005,0.1,32,16.757401525520628,37
"(256, 256)",tanh,0.0005,0.1,64,16.628781368733488,37
"(256, 256)",tanh,0.0005,0.1,128,16.504783506538086,50
"(256, 256)",tanh,0.001,0.0001,32,16.423948341367353,25
"(256, 256)",tanh,0.001,0.0001,64,16.889155960406192,29
"(256, 256)",tanh,0.001,0.0001,128,16.571793328437458,37
"(256, 256)",tanh,0.001,0.001,32,16.427793776077976,25
"(256, 256)",tanh,0.001,0.001,64,16.889258992858473,29
"(256, 256)",tanh,0.001,0.001,128,16.571670691920843,37
"(256, 256)",tanh,0.001,0.01,32,16.422991624388096,25
"(256, 256)",tanh,0.001,0.01,64,16.889079567046714,29
"(256, 256)",tanh,0.001,0.01,128,16.57123658352958,37
"(256, 256)",tanh,0.001,0.1,32,16.454035489877167,25
"(256, 256)",tanh,0.001,0.1,64,16.85424405094663,29
"(256, 256)",tanh,0.001,0.1,128,16.570602810398814,37
"(256, 256)",tanh,0.005,0.0001,32,16.635606319879344,26
"(256, 256)",tanh,0.005,0.0001,64,16.352453459748457,22
"(256, 256)",tanh,0.005,0.0001,128,16.47587452061235,22
"(256, 256)",tanh,0.005,0.001,32,16.85305574893836,29
"(256, 256)",tanh,0.005,0.001,64,17.191320759804068,37
"(256, 256)",tanh,0.005,0.001,128,16.202089063300022,22
"(256, 256)",tanh,0.005,0.01,32,16.662017778120727,37
"(256, 256)",tanh,0.005,0.01,64,16.85578343437645,29
"(256, 256)",tanh,0.005,0.01,128,16.737974727426455,22
"(256, 256)",tanh,0.005,0.1,32,16.665121198198243,19
"(256, 256)",tanh,0.005,0.1,64,16.35515443231817,22
"(256, 256)",tanh,0.005,0.1,128,16.658407745861297,26
"(256, 256)",tanh,0.01,0.0001,32,16.67222031498717,28
"(256, 256)",tanh,0.01,0.0001,64,16.7486133776417,33
"(256, 256)",tanh,0.01,0.0001,128,16.5093213923484,24
"(256, 256)",tanh,0.01,0.001,32,16.539632464053575,19
"(256, 256)",tanh,0.01,0.001,64,16.736159706792403,29
"(256, 256)",tanh,0.01,0.001,128,16.22286728987169,18
"(256, 256)",tanh,0.01,0.01,32,17.04816136836162,25
"(256, 256)",tanh,0.01,0.01,64,16.674781572908536,25
"(256, 256)",tanh,0.01,0.01,128,16.634220538343804,26
"(256, 256)",tanh,0.01,0.1,32,16.903428244862585,25
"(256, 256)",tanh,0.01,0.1,64,16.456911690893307,25
"(256, 256)",tanh,0.01,0.1,128,16.996351516248172,19
